attractor,values
SprottM_x_0,"[1.6024402, 1.6052538896877937, 1.6080643212573258, 1.610871490420291, 1.6136753929036696, 1.616476024451704, 1.619273380824538, 1.6220674577979453, 1.6248582511651617, 1.6276457567345926, 1.6304299703314193, 1.633210887797352, 1.6359885049894152, 1.638762817782013, 1.6415338220653517, 1.6443015137454247, 1.6470658887456473, 1.6498269430045926, 1.652584672477739, 1.6553390731370385, 1.6580901409697881, 1.660837871980757, 1.6635822621904117, 1.6663233076351762, 1.6690610043688174, 1.671795348460263, 1.6745263359954667, 1.6772539630767789, 1.679978225821941, 1.6826991203662325, 1.6854166428605206, 1.6881307894718174, 1.6908415563843537, 1.6935489397975445, 1.696252935927938, 1.698953541008385, 1.701650751287186, 1.70434456303022, 1.7070349725188407, 1.709721976050747, 1.7124055699406897, 1.7150857505186494, 1.7177625141318316, 1.7204358571436333, 1.7231057759329753, 1.7257722668963653, 1.7284353264456749, 1.7310949510093354, 1.7337511370326162, 1.7364038809760878, 1.7390531793176176, 1.741699028551141, 1.7443414251862044, 1.7469803657499186, 1.7496158467846579, 1.7522478648495519, 1.754876416520356, 1.7575014983881925, 1.7601231070615393, 1.7627412391648076, 1.7653558913381238, 1.7679670602391169, 1.770574742540618, 1.773178934932301, 1.7757796341203844, 1.7783768368264299, 1.7809705397894193, 1.7835607397641242, 1.7861474335211478, 1.7887306178485014, 1.791310289549347, 1.7938864454437713, 1.796459082368302, 1.7990281971748014, 1.8015937867325929, 1.804155847926639, 1.806714377657868, 1.809269372844478, 1.8118208304197863, 1.814368747334107, 1.8169131205540694, 1.8194539470616458, 1.821991223856283, 1.8245249479529164, 1.8270551163825912, 1.8295817261934462, 1.832104774448726, 1.8346242582287309, 1.8371401746299352, 1.8396525207641776, 1.8421612937607579, 1.8446664907643116, 1.847168108935745, 1.8496661454528351, 1.852160597508477, 1.8546514623126624, 1.8571387370914028, 1.859622419086109, 1.8621025055556093, 1.8645789937739001]"
SprottM_x_1,"[-1.5983203, -1.5993649066703841, -1.6004180755470345, -1.601479803152001, -1.602550085941446, -1.6036289202972511, -1.6047163025329936, -1.6058122288952064, -1.6069166955556573, -1.6080296986212732, -1.6091512341273837, -1.61028129803891, -1.6114198862556282, -1.6125669946035257, -1.613722618841612, -1.614886754662084, -1.6160593976835445, -1.617240543460675, -1.6184301874769829, -1.619628325146747, -1.6208349518198577, -1.6220500627730317, -1.6232736532173606, -1.6245057182973237, -1.6257462530851494, -1.6269952525900093, -1.6282527117503844, -1.629518625436802, -1.63079298845611, -1.6320757955427247, -1.6333670413668087, -1.6346667205320802, -1.635974827571528, -1.6372913569558776, -1.6386163030857268, -1.6399496602950707, -1.6412914228548907, -1.6426415849646119, -1.6440001407607812, -1.645367084313645, -1.646742409624417, -1.648126110632766, -1.64951818120888, -1.6509186151577628, -1.6523274062220268, -1.6537445480737432, -1.6551700343234748, -1.6566038585156033, -1.6580460141273552, -1.6594964945750417, -1.6609552932062404, -1.662422403304812, -1.663897818092812, -1.665381530722911, -1.6668735342875902, -1.6683738218133888, -1.6698823862615404, -1.6713992205330357, -1.6729243174609514, -1.6744576698161548, -1.675999270308257, -1.6775491115787877, -1.6791071862102658, -1.6806734867199515, -1.682248005561137, -1.6838307351279012, -1.685421667747233, -1.6870207956854424, -1.6886281111481016, -1.6902436062741546, -1.6918672731446618, -1.6934991037761575, -1.6951390901226322, -1.6967872240798452, -1.6984434974773976, -1.7001079020857586, -1.7017804296151493, -1.703461071710764, -1.7051498199609831, -1.7068466658904529, -1.7085516009627721, -1.7102646165842457, -1.7119857040960667, -1.713714854781846, -1.7154520598654128, -1.7171973105073202, -1.7189505978123085, -1.7207119128222477, -1.722481246519515, -1.7242585898300888, -1.7260439336160007, -1.7278372686832424, -1.72963858577847, -1.7314478755869638, -1.733265128739118, -1.7350903358033976, -1.7369234872903776, -1.7387645736550905, -1.7406135852899074, -1.7424705125327478]"
SprottM_x_2,"[-2.6236374, -2.620603113067524, -2.617564821891888, -2.6145225416064477, -2.6114762873483652, -2.6084260742589844, -2.605371917483394, -2.6023138321702732, -2.599251833472189, -2.596185936544988, -2.5931161565480427, -2.590042508644083, -2.58696500799886, -2.583883669781438, -2.580798509163786, -2.577709541320686, -2.574616781429903, -2.5715202446717007, -2.568419946229029, -2.5653159012873403, -2.5622081250343314, -2.559096632660135, -2.5559814393569735, -2.5528625603190984, -2.5497400107428487, -2.5466138058262966, -2.543483960769356, -2.5403504907736014, -2.537213411042083, -2.5340727367794127, -2.53092848319149, -2.527780665485458, -2.5246292988696672, -2.5214743985534445, -2.5183159797471104, -2.515154057661823, -2.511988647509452, -2.508819764502553, -2.5056474238541937, -2.5024716407778858, -2.4992924304874915, -2.4961098081970974, -2.492923789120937, -2.489734388473275, -2.4865416214683256, -2.4833455033201215, -2.4801460492424483, -2.476943274448727, -2.4737371941518975, -2.470527823564377, -2.4673151778978797, -2.4640992723633692, -2.460880122170992, -2.4576577425298596, -2.454432148648092, -2.4512033557326256, -2.447971378989114, -2.4447362336219403, -2.4414979348339405, -2.4382564978264343, -2.4350119377991595, -2.4317642699499755, -2.428513509475023, -2.4252596715684396, -2.42200277142229, -2.418742824226632, -2.415479845169136, -2.4122138494352106, -2.4089448522079118, -2.405672868667594, -2.402397913992176, -2.3991200033567526, -2.395839151933577, -2.392555374892164, -2.3892686873988045, -2.3859791046168057, -2.382686641706343, -2.379391313824091, -2.3760931361235795, -2.3727921237546963, -2.369488291863735, -2.3661816555935276, -2.3628722300828517, -2.3595600304668003, -2.356245071876547, -2.3529273694389956, -2.349606938277196, -2.346283793509744, -2.342957950250911, -2.339629423610782, -2.3362982286945715, -2.33296438060313, -2.329627894432585, -2.3262887852740626, -2.3229470682141273, -2.319602758334078, -2.3162558707101866, -2.31290642041381, -2.3095544225106366, -2.3061998920613327]"
SprottMore_x_0,"[-1.3396906, -1.3399705225033998, -1.340247725675326, -1.3405222126290157, -1.3407939864783043, -1.3410630503377106, -1.3413294073223547, -1.3415930605479705, -1.3418540131309435, -1.3421122681882218, -1.342367828837394, -1.3426206981966362, -1.3428708793846893, -1.3431183755209262, -1.3433631897252518, -1.3436053251181697, -1.3438447848207518, -1.3440815719545958, -1.3443156896419004, -1.3445471410053742, -1.3447759291682801, -1.345002057254428, -1.3452255283881207, -1.3454463456942254, -1.3456645122981006, -1.3458800313256105, -1.3460929059031512, -1.3463031391575773, -1.346510734216268, -1.3467156942070775, -1.3469180222583204, -1.3471177214988221, -1.3473147950578366, -1.3475092460651032, -1.3477010776508154, -1.3478902929455896, -1.348076895080524, -1.3482608871871211, -1.348442272397328, -1.348621053843523, -1.3487972346584765, -1.3489708179754045, -1.3491418069279075, -1.349310204649987, -1.3494760142760571, -1.3496392389408907, -1.3497998817796697, -1.3499579459279423, -1.3501134345216148, -1.3502663506969848, -1.3504166975906784, -1.3505644783396946, -1.3507096960813765, -1.350852353953389, -1.3509924550937606, -1.3511300026408237, -1.3512649997332442, -1.3513974495100098, -1.3515273551103983, -1.3516547196740187, -1.3517795463407607, -1.35190183825081, -1.35202159854465, -1.3521388303630253, -1.352253536846976, -1.3523657211378022, -1.3524753863770613, -1.3525825357065862, -1.352687172268441, -1.3527892992049508, -1.3528889196586782, -1.3529860367724083, -1.3530806536891749, -1.3531727735522163, -1.3532623995049973, -1.3533495346911955, -1.3534341822546814, -1.3535163453395416, -1.3535960270900442, -1.3536732306506498, -1.353747959166005, -1.3538202157809218, -1.3538900036403954, -1.3539573258895796, -1.354022185673785, -1.3540845861384851, -1.3541445304292894, -1.3542020216919586, -1.3542570630723876, -1.3543096577165963, -1.3543598087707396, -1.354407519381083, -1.35445279269401, -1.3544956318560135, -1.3545360400136819, -1.354574020313709, -1.3546095759028738, -1.354642709928042, -1.3546734255361614, -1.3547017258742502]"
SprottMore_x_1,"[-0.21238338, -0.21032896883133775, -0.20827690806240795, -0.20622719817932658, -0.20417983966376402, -0.2021348329922644, -0.20009217863681497, -0.19805187706473215, -0.1960139287382941, -0.1939783341154239, -0.1919450936490049, -0.18991420778727386, -0.18788567697395434, -0.1858595016476667, -0.18383568224269922, -0.18181421918841456, -0.17979511290945233, -0.17777836382604395, -0.175763972353324, -0.1737519389020684, -0.1717422638782498, -0.1697349476830686, -0.1677299907133703, -0.16572739336096576, -0.16372715601323107, -0.16172927905292955, -0.15973376285792565, -0.15774060780181023, -0.15574981425322265, -0.1537613825762796, -0.15177531313065235, -0.14979160627103122, -0.14781026234787095, -0.1458312817067822, -0.14385466468877442, -0.1418804116305276, -0.13990852286373204, -0.1379389987158271, -0.1359718395095282, -0.13400704556289456, -0.13204461718972074, -0.1300845546988613, -0.12812685839485727, -0.12617152857769384, -0.12421856554260043, -0.12226796958061108, -0.12031974097789921, -0.11837388001623923, -0.1164303869730264, -0.11448926212080107, -0.11255050572796138, -0.11061411805814485, -0.1086800993705105, -0.10674844991996421, -0.10481916995653319, -0.10289225972609897, -0.10096771946989931, -0.09904554942463344, -0.09712574982282368, -0.09520832089215031, -0.0932932628560998, -0.09138057593365895, -0.08947026033920547, -0.08756231628299625, -0.08565674397052153, -0.08375354360299544, -0.08185271537731782, -0.07995425948566337, -0.0780581761161547, -0.07616446545223954, -0.07427312767300981, -0.07238416295337889, -0.07049757146349597, -0.06861335336946717, -0.06673150883283617, -0.06485203801072717, -0.06297494105617259, -0.06110021811746425, -0.05922786933881798, -0.05735789486000541, -0.05549029481633934, -0.05362506933908261, -0.051762218554828404, -0.04990174258601572, -0.04804364155083296, -0.04618791556287652, -0.04433456473177768, -0.042483589162580694, -0.04063498895609673, -0.038788764209031164, -0.03694491501344313, -0.03510344145744852, -0.03326434362468341, -0.031427621594484326, -0.029593275442178914, -0.02776130523845879, -0.025931711050049617, -0.024104492939311432, -0.022279650964283335, -0.020457185178951714]"
SprottMore_x_2,"[0.32982163, 0.32966080471920306, 0.32949899969447, 0.3293362256934441, 0.3291724934523862, 0.32900781367132514, 0.32884219701804596, 0.328675654127251, 0.3285081955979146, 0.3283398319980974, 0.32817057386004567, 0.32800043168294907, 0.32782941593385884, 0.3276575370434441, 0.3274848054114584, 0.32731123140246793, 0.32713682534726074, 0.32696159754507087, 0.3267855582586062, 0.3266087177193087, 0.32643108612413113, 0.3262526736357218, 0.3260734903853984, 0.32589354646821644, 0.3257128519472601, 0.32553141685232756, 0.32534925117782826, 0.3251663648872744, 0.32498276790834096, 0.324798470135939, 0.324613481432747, 0.32442781162529005, 0.3242414705093227, 0.32405446784537534, 0.3238668133604887, 0.3236785167501639, 0.32348958767351793, 0.32330003575864297, 0.32310987059912327, 0.32291910175449734, 0.3227277387530971, 0.32253579108707003, 0.3223432682169408, 0.322150179569807, 0.3219565345378395, 0.3217623424823736, 0.32156761272898743, 0.3213723545708695, 0.32117657726894017, 0.32098029004831274, 0.3207835021035263, 0.320586222593951, 0.32038846064584403, 0.3201902253539926, 0.3199915257770534, 0.3197923709429571, 0.3195927698451891, 0.3193927314435425, 0.3191922646667798, 0.3189913784076617, 0.31879008152774196, 0.31858838285506696, 0.31838629118333345, 0.3181838152755048, 0.31798096385896635, 0.3177777456291623, 0.31757416924928833, 0.31737024334719177, 0.3171659765203861, 0.3169613773313613, 0.3167564543099511, 0.3165512159546403, 0.3163456707281438, 0.3161398270627995, 0.3159336933566424, 0.3157272779744547, 0.3155205892502123, 0.31531363548217284, 0.3151064249378628, 0.31489896585127825, 0.31469126642275197, 0.31448333482202023, 0.31427517918351655, 0.31406680761024786, 0.3138582281730449, 0.3136494489079542, 0.3134404778209681, 0.3132313228832874, 0.3130219920339858, 0.31281249318095694, 0.312602834196787, 0.31239302292407856, 0.31218306717134936, 0.3119729747143836, 0.31176275329842734, 0.311552410633388, 0.31134195439892537, 0.3111313922413822, 0.31092073177410673, 0.31070998057948196]"
SprottN_x_0,"[-8.3258705, -8.339937009313156, -8.354008022032605, -8.368083532488102, -8.382163534992863, -8.396248023856334, -8.410336993379053, -8.424430437843895, -8.438528351529833, -8.452630728708801, -8.466737563633828, -8.480848850552865, -8.4949645837085, -8.509084757324683, -8.523209365618062, -8.537338402800591, -8.551471863068189, -8.565609740606137, -8.579752029594038, -8.593898724200999, -8.608049818579847, -8.622205306879538, -8.63636518323989, -8.650529441782448, -8.664698076624703, -8.678871081876949, -8.693048451629963, -8.707230179969223, -8.721416260974717, -8.735606688707252, -8.749801457220006, -8.764000560561321, -8.778203992763125, -8.792411747846208, -8.806623819825576, -8.82084020270544, -8.83506089047315, -8.849285877112061, -8.863515156596177, -8.877748722880586, -8.891986569916174, -8.90622869164647, -8.92047508199485, -8.934725734879162, -8.948980644211641, -8.963239803884782, -8.977503207783117, -8.991770849786183, -9.006042723756728, -9.020318823545846, -9.034599142998738, -9.048883675949492, -9.063172416214746, -9.077465357607025, -9.091762493929266, -9.106063818964845, -9.120369326492773, -9.134679010284543, -9.148992864090843, -9.163310881656603, -9.177633056721001, -9.19195938300291, -9.206289854212894, -9.220624464056353, -9.234963206221527, -9.249306074384457, -9.26365306221518, -9.278004163372314, -9.292359371496396, -9.306718680223733, -9.321082083180817, -9.3354495739739, -9.349821146204707, -9.364196793467277, -9.378576509334184, -9.392960287371992, -9.407348121141377, -9.421740004182135, -9.436135930025394, -9.450535892196937, -9.46493988420502, -9.479347899545123, -9.493759931706625, -9.508175974167155, -9.522596020385624, -9.537020063816593, -9.551448097904565, -9.565880116073116, -9.58031611174112, -9.594756078319602, -9.609200009197428, -9.62364789775721, -9.63809973737553, -9.652555521407496, -9.667015243199174, -9.681478896091106, -9.695946473405924, -9.710417968452907, -9.724893374535956, -9.739372684942492]"
SprottN_x_1,"[7.3033716, 7.305711627489395, 7.308048711735786, 7.310382847632809, 7.312714030057243, 7.31504225388202, 7.317367513970992, 7.319689805170016, 7.322009122320973, 7.324325460258574, 7.3266388137982865, 7.328949177750413, 7.331256546919793, 7.333560916092306, 7.335862280046415, 7.338160633555809, 7.340455971377867, 7.342748288259176, 7.345037578940548, 7.347323838152131, 7.349607060607556, 7.3518872410165175, 7.354164374079437, 7.3564384544782015, 7.35870947689059, 7.360977435987079, 7.363242326418361, 7.365504142829768, 7.3677628798610595, 7.370018532132569, 7.3722710942569165, 7.3745205608418125, 7.376766926478358, 7.379010185746393, 7.381250333219905, 7.383487363461951, 7.3857212710185545, 7.387952050431703, 7.390179696233922, 7.3924042029386365, 7.394625565055026, 7.396843777084836, 7.399058833509469, 7.401270728804757, 7.403479457440855, 7.405685013868008, 7.407887392528438, 7.410086587859321, 7.41228259428091, 7.414475406201716, 7.4166650180243145, 7.418851424140081, 7.421034618922816, 7.423214596742186, 7.425391351958197, 7.427564878911174, 7.429735171937052, 7.431902225364197, 7.434066033500053, 7.436226590646281, 7.43838389109875, 7.440537929132928, 7.442688699015935, 7.444836195009702, 7.446980411358921, 7.449121342296041, 7.451258982047486, 7.453393324828207, 7.455524364835022, 7.457652096260511, 7.459776513287392, 7.461897610078098, 7.464015380790527, 7.466129819574865, 7.468240920559787, 7.470348677867957, 7.472453085616132, 7.47455413790016, 7.476651828807212, 7.4787461524191094, 7.480837102800124, 7.482924674001759, 7.485008860069404, 7.4870896550366925, 7.489167052918551, 7.491241047725556, 7.493311633458222, 7.495378804096155, 7.4974425536142695, 7.49950287597963, 7.501559765137174, 7.5036132150256, 7.505663219577576, 7.507709772704347, 7.509752868308128, 7.5117925002856305, 7.513828662515694, 7.515861348863845, 7.517890553190249, 7.5199162693386405]"
SprottN_x_2,"[3.2798909, 3.281569244333509, 3.2832466092902712, 3.28492299392161, 3.286598397273658, 3.2882728183913663, 3.289946256316888, 3.2916187100868473, 3.293290178736644, 3.2949606612994744, 3.2966301568026277, 3.2982986642718073, 3.2999661827310387, 3.3016327111985366, 3.3032982486902402, 3.3049627942206268, 3.3066263467991805, 3.30828890543208, 3.3099504691237405, 3.311611036875312, 3.3132706076829006, 3.3149291805414065, 3.3165867544428997, 3.3182433283737924, 3.3198989013192453, 3.321553472262189, 3.323207040179527, 3.3248596040465266, 3.3265111628367614, 3.3281617155178895, 3.3298112610552235, 3.331459798412582, 3.333107326548735, 3.334753844419031, 3.336399350977042, 3.3380438451730208, 3.3396873259520516, 3.341329792257995, 3.342971243031843, 3.3446116772087997, 3.3462510937227843, 3.3478894915054633, 3.3495268694823483, 3.351163226577266, 3.3527985617123264, 3.3544328738036215, 3.356066161764822, 3.357698424508073, 3.359329660940412, 3.3609598699653342, 3.362589050484546, 3.364217201396377, 3.365844321593861, 3.3674704099687878, 3.369095465410039, 3.370719486800573, 3.3723424730220297, 3.3739644229537715, 3.3755853354688745, 3.377205209438678, 3.3788240437327812, 3.3804418372146605, 3.3820585887452888, 3.3836742971840823, 3.3852889613852892, 3.3869025801994908, 3.388515152475463, 3.3901266770585474, 3.3917371527886586, 3.393346578504445, 3.394954953041605, 3.396562275229775, 3.398168543897236, 3.3997737578699674, 3.401377915967526, 3.4029810170076753, 3.4045830598064177, 3.4061840431735213, 3.4077839659161686, 3.4093828268399484, 3.4109806247452243, 3.412577358428558, 3.4141730266846944, 3.41576762830488, 3.4173611620747995, 3.418953626778848, 3.420545021198428, 3.4221353441087357, 3.423724594283575, 3.425312770494418, 3.4268998715061785, 3.4284858960819173, 3.430070842982909, 3.4316547109640823, 3.433237498777692, 3.4348192051743642, 3.4363998288994355, 3.437979368694305, 3.4395578232987893, 3.4411351914478465]"
SprottO_x_0,"[0.20549455, 0.2055376345210899, 0.2055779328764058, 0.20561544184586442, 0.2056501582250772, 0.2056820788261031, 0.20571120047755898, 0.20573752002395923, 0.20576103432634582, 0.20578174026269366, 0.20579963472706608, 0.20581471463014467, 0.20582697689988652, 0.2058364184805497, 0.2058430363331125, 0.20584682743614044, 0.20584778878473178, 0.20584591739081862, 0.2058412102842032, 0.2058336645114691, 0.20582327713615914, 0.20581004523994284, 0.20579396592153323, 0.2057750362967407, 0.20575325349973458, 0.20572861468200077, 0.20570111701227348, 0.20567075767785653, 0.20563753388365097, 0.20560144285197052, 0.20556248182389014, 0.20552064805836706, 0.2054759388319494, 0.20542835144012195, 0.20537788319653766, 0.20532453143263282, 0.20526829349894282, 0.2052091667644542, 0.20514714861614422, 0.20508223646024132, 0.20501442772170178, 0.204943719843695, 0.20487011028878713, 0.20479359653853818, 0.20471417609296963, 0.20463184647160088, 0.2045466052132583, 0.20445844987547623, 0.2043673780353062, 0.2042733872895397, 0.2041764752538436, 0.2040766395634607, 0.20397387787376525, 0.2038681878592016, 0.20375956721386115, 0.20364801365231933, 0.2035335249084402, 0.20341609873581956, 0.2032957329088527, 0.20317242522146348, 0.20304617348740536, 0.20291697554151292, 0.20278482923840707, 0.20264973245265, 0.2025116830801355, 0.20237067903681563, 0.20222671825870994, 0.2020797987033918, 0.20192991834877527, 0.20177707519298327, 0.20162126725588933, 0.20146249257799714, 0.2013007492201759, 0.2011360352652203, 0.20096834881684777, 0.2007976879993133, 0.20062405095895425, 0.20044743586332173, 0.20026784090069302, 0.20008526428156959, 0.1998997042379524, 0.1997111590227736, 0.1995196269113206, 0.19932510620065594, 0.19912759520899556, 0.1989270922770347, 0.19872359576750467, 0.19851710406455356, 0.1983076155748358, 0.1980951287274246, 0.19787964197301106, 0.19766115378478902, 0.1974396626588129, 0.19721516711291573, 0.19698766568746212, 0.19675715694607065, 0.19652363947432883, 0.1962871118803992, 0.19604757279604612, 0.1958050208751027]"
SprottO_x_1,"[0.022792985, 0.02136598033345622, 0.019937321227522398, 0.018507015939626524, 0.017075072762656723, 0.015641500026519664, 0.01420630609823706, 0.01276949938032881, 0.011331088312081834, 0.00989108137029515, 0.008449487067271094, 0.007006313951849884, 0.005561570610694065, 0.004115265666015777, 0.002667407776358424, 0.0012180056383176748, -0.00023293201588082707, -0.0016853964178641886, -0.0031393787610509366, -0.004594870203122235, -0.006051861865773417, -0.0075103448324017035, -0.008970310150539826, -0.010431748831873405, -0.0118946518497604, -0.01335901014155462, -0.014824814608878818, -0.016292056115051568, -0.017760725487242408, -0.019230813516983206, -0.020702310957571208, -0.02217520852601177, -0.023649496903743426, -0.025125166734078632, -0.02660220862390448, -0.0280806131445896, -0.02956037082951708, -0.03104147217552775, -0.03252390764397008, -0.034007667658372334, -0.03549274260562763, -0.03697912283714063, -0.03846679866667887, -0.03995576037131305, -0.04144599819258766, -0.04293750233468254, -0.04443026296493938, -0.045924270215149804, -0.047419514180169244, -0.048915984917661116, -0.050413672449872646, -0.051912566762468436, -0.05341265780366241, -0.054913935486341325, -0.056416389687140675, -0.05792001024507456, -0.05942478696388149, -0.060930709611358026, -0.062437767917589274, -0.06394595157740647, -0.06545525024998611, -0.06696565355677672, -0.06847715108397207, -0.06998973238237663, -0.07150338696511659, -0.07301810431004734, -0.0745338738598788, -0.07605068501975122, -0.07756852715951021, -0.07908738961407834, -0.08060726168096888, -0.08212813262237599, -0.08364999166577225, -0.08517282800142566, -0.08669663078426734, -0.08822138913468759, -0.08974709213611409, -0.09127372883663362, -0.09280128824995257, -0.0943297593530867, -0.09585913108772777, -0.09738939236132751, -0.09892053204494214, -0.10045253897434836, -0.10198540195120388, -0.10351910974108182, -0.1050536510743549, -0.10658901464734195, -0.1081251891207446, -0.10966216311996334, -0.11119992523651825, -0.11273846402682695, -0.11427776801182989, -0.11581782567883103, -0.1173586254804959, -0.11890015583392963, -0.12044240512280563, -0.12198536169660178, -0.12352901386923744, -0.12507334992154567]"
SprottO_x_2,"[0.93636949, 0.9372625381983907, 0.9381485781230514, 0.9390275878622971, 0.9398995455109052, 0.9407644291708476, 0.9416222169518029, 0.942472886971255, 0.9433164173552137, 0.944152786238899, 0.944981971766692, 0.9458039520928393, 0.9466187053823251, 0.9474262098106818, 0.9482264435646565, 0.9490193848432793, 0.9498050118575498, 0.9505833028310442, 0.95135423600118, 0.9521177896188003, 0.9528739419487041, 0.9536226712710959, 0.9543639558811006, 0.9550977740891958, 0.9558241042228337, 0.956542924625918, 0.9572542136591246, 0.9579579497016728, 0.9586541111508009, 0.9593426764219654, 0.9600236239507324, 0.9606969321922891, 0.961362579621515, 0.9620205447349637, 0.9626708060504423, 0.9633133421069563, 0.963948131466748, 0.9645751527149716, 0.9651943844595212, 0.9658058053330897, 0.9664093939929603, 0.9670051291207371, 0.9675929894243862, 0.968172953638156, 0.968745000522255, 0.9693091088647603, 0.9698652574818202, 0.970413425217204, 0.9709535909439352, 0.9714857335651129, 0.972009832013021, 0.9725258652506362, 0.9730338122729992, 0.973533652105954, 0.9740253638074968, 0.974508926469652, 0.9749843192169236, 0.9754515212074496, 0.9759105116353342, 0.9763612697288923, 0.9768037747515821, 0.9772380060047355, 0.9776639428256817, 0.9780815645884309, 0.9784908507067438, 0.9788917806322156, 0.9792843338546943, 0.979668489905623, 0.9800442283561628, 0.9804115288173366, 0.980770370943576, 0.9811207344309545, 0.9814625990170577, 0.9817959444846637, 0.9821207506601505, 0.9824369974131024, 0.9827446646600544, 0.9830437323631245, 0.9833341805293799, 0.9836159892145742, 0.9838891385220431, 0.9841536086018662, 0.9844093796545293, 0.9846564319301038, 0.9848947457272559, 0.9851243013967689, 0.985345079341006, 0.9855570600128933, 0.9857602239189578, 0.9859545516196182, 0.9861400237276986, 0.9863166209110248, 0.9864843238938116, 0.9866431134544367, 0.9867929704277536, 0.9869338757074236, 0.9870658102431153, 0.9871887550424804, 0.9873026911743171, 0.9874075997650478]"
SprottP_x_0,"[0.83420675, 0.8351067838411395, 0.8360054340388382, 0.8369026970642389, 0.8377985693930514, 0.8386930475061103, 0.8395861278889349, 0.8404778070321175, 0.8413680814311295, 0.8422569475864372, 0.8431444020036042, 0.844030441193089, 0.8449150616706846, 0.8457982599569634, 0.8466800325780814, 0.8475603760648496, 0.8484392869539173, 0.8493167617864611, 0.8501927971097516, 0.8510673894754608, 0.8519405354416043, 0.8528122315704832, 0.8536824744309781, 0.8545512605961565, 0.8554185866458797, 0.856284449164122, 0.8571488447418376, 0.858011769974052, 0.8588732214629199, 0.8597331958146661, 0.8605916896427492, 0.8614486995647457, 0.8623042222055162, 0.8631582541941454, 0.8640107921669904, 0.8648618327648041, 0.8657113726355294, 0.8665594084317528, 0.8674059368130865, 0.86825095444412, 0.8690944579962194, 0.8699364441461356, 0.870776909577124, 0.8716158509781315, 0.8724532650445211, 0.8732891484775414, 0.874123497984769, 0.8749563102798953, 0.8757875820828199, 0.8766173101198141, 0.877445491123213, 0.8782721218320004, 0.8790971989910628, 0.8799207193522256, 0.880742679673046, 0.881563076718316, 0.8823819072583856, 0.8831991680711343, 0.8840148559398312, 0.8848289676555591, 0.8856415000146366, 0.8864524498214609, 0.8872618138855342, 0.8880695890246747, 0.8888757720617064, 0.88968035982797, 0.8904833491597538, 0.891284736902017, 0.8920845199046593, 0.8928826950263493, 0.8936792591307493, 0.894474209090323, 0.8952675417826514, 0.8960592540940733, 0.8968493429162486, 0.8976378051494655, 0.898424637699629, 0.8992098374810442, 0.8999934014140323, 0.9007753264269902, 0.9015556094547929, 0.9023342474400735, 0.9031112373322783, 0.9038865760884894, 0.9046602606728236, 0.9054322880569075, 0.9062026552196625, 0.9069713591473588, 0.9077383968338532, 0.9085037652801614, 0.9092674614952007, 0.9100294824948394, 0.9107898253031749, 0.9115484869510388, 0.9123054644778238, 0.9130607549294392, 0.9138143553606826, 0.9145662628326595, 0.9153164744155707, 0.9160649871862604]"
SprottP_x_1,"[0.14915817, 0.14829000728202657, 0.1474206083527574, 0.14654997591776217, 0.14567811269348535, 0.14480502140848914, 0.143930704802318, 0.14305516562632922, 0.1421784066431451, 0.14130043062684283, 0.14042124036309153, 0.13954083864861885, 0.13865922829210076, 0.137776412112851, 0.1368923929425037, 0.13600717362289982, 0.13512075700857404, 0.13423314596384092, 0.13334434336606943, 0.1324543521019992, 0.13156317507175871, 0.1306708151844691, 0.12977727536293499, 0.1288825585386206, 0.1279866676569149, 0.1270896056715916, 0.12619137555052376, 0.12529198026976582, 0.12439142281956653, 0.12348970619823692, 0.12258683341828486, 0.12168280750025849, 0.1207776314788001, 0.11987130839667987, 0.11896384131054201, 0.11805523328536802, 0.11714548739966364, 0.11623460674061521, 0.11532259440844196, 0.1144094535125327, 0.11349518717467398, 0.11257979852643026, 0.11166329071110255, 0.11074566688218164, 0.10982693020457364, 0.10890708385357602, 0.10798613101558824, 0.10706407488765526, 0.1061409186775634, 0.10521666560403724, 0.10429131889614847, 0.10336488179422497, 0.10243735754852731, 0.10150874942090181, 0.10057906068270638, 0.09964829461721257, 0.09871645451678884, 0.0977835436860306, 0.09684956543823471, 0.09591452309921093, 0.09497842000310694, 0.09404125949682939, 0.09310304493530357, 0.09216377968640774, 0.09122346712577592, 0.09028211064212495, 0.08933971363173285, 0.08839627950401448, 0.08745181167583113, 0.08650631357714773, 0.08555978864535196, 0.08461224033080363, 0.08366367209136362, 0.08271408739762433, 0.08176348972787029, 0.08081188257275723, 0.07985926943094714, 0.07890565381298317, 0.07795103923786167, 0.0769954292358482, 0.07603882734618132, 0.07508123711877929, 0.0741226621128674, 0.07316310589803673, 0.07220257205335545, 0.07124106416794569, 0.07027858584062202, 0.06931514067990062, 0.06835073230423787, 0.06738536434141161, 0.06641904042940763, 0.06545176421513754, 0.06448353935599622, 0.06351436951790557, 0.06254425837754167, 0.06157320961971738, 0.06060122694025469, 0.05962831404274211, 0.05865447464187717, 0.057679712460414895]"
